model_id,M,rep,seed,h,a_hat,a_star,f_hat,D_hat,sigma_hat,Z,covered_95
gg_1d,1000,0,3003105692,0.19054607179632474,0.31955898175791736,0.28319783197831916,0.4065565105668342,0.977423947118793,0.8600014722010981,0.5412376631826139,1
gg_1d,1000,1,976400780,0.19054607179632474,0.3854695358135832,0.28319783197831916,0.36658884004780795,0.9777377959829843,0.9432455780192347,1.4535939353968175,1
gg_1d,1000,2,3387213021,0.19054607179632474,0.2838420848563983,0.28319783197831916,0.43220510102522647,0.9614457718463151,0.9481574313681287,0.00913305642395889,1
gg_1d,1000,3,1360466708,0.19054607179632474,0.2741928251837451,0.28319783197831916,0.3820514900129786,0.9719580250567855,0.9796339571863427,-0.12558915242450053,1
gg_1d,1000,4,876933080,0.19054607179632474,0.18862326927659198,0.28319783197831916,0.3348175687964267,0.9849009490965853,0.872740535915707,-1.397435487558228,1
gg_1d,1000,5,3424658561,0.19054607179632474,0.29294484255354813,0.28319783197831916,0.408803532281613,0.9724142757783892,0.8868994970707225,0.14286775914382802,1
gg_1d,1000,6,2760304911,0.19054607179632474,0.1502867784047779,0.28319783197831916,0.4373986199748365,0.9787613304070331,0.7055792687358954,-2.1841788363038517,0
gg_1d,1000,7,2904491693,0.19054607179632474,0.3473464440704971,0.28319783197831916,0.36533483001141964,0.980660624778256,0.8743485841864262,0.9469890535506125,1
gg_1d,1000,8,4245388044,0.19054607179632474,0.2731769720283722,0.28319783197831916,0.42174850459857377,0.9622400327020565,0.944935387754892,-0.14229968402683538,1
gg_1d,1000,9,1679802727,0.19054607179632474,0.43018060975971606,0.28319783197831916,0.35185639670140084,0.9866537718196101,0.8704444783699582,2.1746827689689963,0
gg_1d,1000,10,3605303106,0.19054607179632474,0.3374559566054473,0.28319783197831916,0.42163282919825545,0.9676089406394158,0.9252340335300332,0.7786440675784967,1
gg_1d,1000,11,1429424934,0.19054607179632474,0.32377619442239575,0.28319783197831916,0.3717032818187921,0.9831702967912624,0.8511734658176598,0.607135292034367,1
gg_1d,1000,12,2437408156,0.19054607179632474,0.30078662587911154,0.28319783197831916,0.4172897149846432,0.9783564116539714,0.8180829327363599,0.2684339202187019,1
gg_1d,1000,13,2569716528,0.19054607179632474,0.16557342311335335,0.28319783197831916,0.4585350860385409,0.9711986351885358,0.7370527003839775,-1.8912466989672714,1
gg_1d,1000,14,915442270,0.19054607179632474,0.3063818335523319,0.28319783197831916,0.41684631651540294,0.9802223209246512,0.7663724835951672,0.36556823005102285,1
gg_1d,1000,15,802017219,0.19054607179632474,0.35774614079580225,0.28319783197831916,0.3412015176672674,0.9722734936462242,1.102857742959562,0.9798916283146022,1
gg_1d,1000,16,984129068,0.19054607179632474,0.3373641766542122,0.28319783197831916,0.4056528552978809,0.973826904381666,0.8662830164354806,0.8033404383115745,1
